Número;Solicitante;Estado;Prioridad;Asignado a;Abierto;Actualizado;Resuelto;Tiempo de trabajo;Horas snow;Horas Real;Horas Trabajo;Mes;Año;Actualizado definitivo;Cerrado;Abierto definitivo;Cerrado definitivo;Resuelto definitivo;Mes definitivo desde Cerrado definitivo
"INC1869103";"Solicitante 12";"Cerrado";"4 - Baja";"Asignado 2";"30/10/2023 11:44";"30/10/2023 13:25";"30/10/2023 13:23";1800;0,5;;0,5;"oct";2023;2023-10-30 13:25:00,000;"30/10/2023 13:25";2023-10-30 11:44:00,000;2023-10-30 13:25:00,000;2023-10-30 13:23:00,000;"octubre"
"INC1870700";"Solicitante 9";"Cerrado";"4 - Baja";"Asignado 5";"31/10/2023 16:38";"08/01/2024 15:00";"01/01/2024 14:23";68400;19;;19;"ene";2023;2024-01-08 15:00:00,000;"08/01/2024 15:00";2023-10-31 16:38:00,000;2024-01-08 15:00:00,000;2024-01-01 14:23:00,000;"enero"
"INC1871435";"Solicitante 33";"Cerrado";"4 - Baja";"Asignado 5";"02/11/2023 8:14";"16/11/2023 13:00";"09/11/2023 12:57";46800;13;;13;"nov";2023;2023-11-16 13:00:00,000;"16/11/2023 13:00";2023-11-02 08:14:00,000;2023-11-16 13:00:00,000;2023-11-09 12:57:00,000;"noviembre"
"INC1880988";"Solicitante 23";"Cerrado";"4 - Baja";"Asignado 3";"13/11/2023 16:39";"27/11/2023 10:00";"20/11/2023 9:18";1800;0,5;;0,5;"nov";2023;2023-11-27 10:00:00,000;"27/11/2023 10:00";2023-11-13 16:39:00,000;2023-11-27 10:00:00,000;2023-11-20 09:18:00,000;"noviembre"
"INC1882869";"Solicitante 37";"Cerrado";"4 - Baja";"Asignado 1";"15/11/2023 18:26";"29/12/2023 17:00";"22/12/2023 16:26";68400;19;;19;"dic";2023;2023-12-29 17:00:00,000;"29/12/2023 17:00";2023-11-15 18:26:00,000;2023-12-29 17:00:00,000;2023-12-22 16:26:00,000;"diciembre"
"INC1903488";"Solicitante 33";"Cerrado";"4 - Baja";"Asignado 1";"11/12/2023 12:35";"22/12/2023 16:00";"15/12/2023 15:35";9000;2,5;;2,5;"dic";2023;2023-12-22 16:00:00,000;"22/12/2023 16:00";2023-12-11 12:35:00,000;2023-12-22 16:00:00,000;2023-12-15 15:35:00,000;"diciembre"
"INC1905721";"Solicitante 2";"Cerrado";"4 - Baja";"Asignado 1";"13/12/2023 8:38";"28/12/2023 18:00";"21/12/2023 17:30";25200;7;;7;"ene";2023;2023-12-28 18:00:00,000;"28/12/2023 18:00";2023-12-13 08:38:00,000;2023-12-28 18:00:00,000;2023-12-21 17:30:00,000;"diciembre"
"INC1913312";"Solicitante 1";"Cerrado";"4 - Baja";"Asignado 5";"22/12/2023 13:18";"15/02/2024 13:00";"08/02/2024 12:43";72000;20;;20;"feb";2023;2024-02-15 13:00:00,000;"15/02/2024 13:00";2023-12-22 13:18:00,000;2024-02-15 13:00:00,000;2024-02-08 12:43:00,000;"febrero"
"INC1915071";"Solicitante 34";"Cerrado";"4 - Baja";"Asignado 2";"27/12/2023 13:35";"09/01/2024 18:00";"02/01/2024 17:20";25200;7;;7;"ene";2023;2024-01-09 18:00:00,000;"09/01/2024 18:00";2023-12-27 13:35:00,000;2024-01-09 18:00:00,000;2024-01-02 17:20:00,000;"enero"
"INC1917589";"Solicitante 19";"Cerrado";"4 - Baja";"Asignado 4";"02/01/2024 11:26";"11/01/2024 11:00";"04/01/2024 10:46";28800;8;;8;"ene";2024;2024-01-11 11:00:00,000;"11/01/2024 11:00";2024-01-02 11:26:00,000;2024-01-11 11:00:00,000;2024-01-04 10:46:00,000;"enero"
"INC1918601";"Solicitante 38";"Cerrado";"4 - Baja";"Asignado 1";"04/01/2024 8:46";"08/01/2024 9:42";"05/01/2024 13:00";10860;3,02;;3,02;"ene";2024;2024-01-08 09:42:00,000;"08/01/2024 9:42";2024-01-04 08:46:00,000;2024-01-08 09:42:00,000;2024-01-05 13:00:00,000;"enero"
"INC1922054";"Solicitante 39";"Cerrado";"4 - Baja";"Asignado 1";"10/01/2024 9:58";"19/01/2024 13:00";"12/01/2024 12:50";25200;7;;7;"ene";2024;2024-01-19 13:00:00,000;"19/01/2024 13:00";2024-01-10 09:58:00,000;2024-01-19 13:00:00,000;2024-01-12 12:50:00,000;"enero"
"INC1923096";"Solicitante 16";"Cerrado";"4 - Baja";"Asignado 5";"11/01/2024 14:03";"22/01/2024 20:00";"15/01/2024 19:25";21600;6;;6;"ene";2023;2024-01-22 20:00:00,000;"22/01/2024 20:00";2024-01-11 14:03:00,000;2024-01-22 20:00:00,000;2024-01-15 19:25:00,000;"enero"
"INC1924879";"Solicitante 32";"Cerrado";"4 - Baja";"Asignado 4";"15/01/2024 12:44";"22/01/2024 16:00";"15/01/2024 15:47";7200;2;;2;"dic";2024;2024-01-22 16:00:00,000;"22/01/2024 16:00";2024-01-15 12:44:00,000;2024-01-22 16:00:00,000;2024-01-15 15:47:00,000;"enero"
"INC1927360";"Solicitante 25";"Cerrado";"4 - Baja";"Asignado 3";"18/01/2024 10:43";"30/01/2024 13:00";"23/01/2024 12:05";21600;6;;6;"ene";2024;2024-01-30 13:00:00,000;"30/01/2024 13:00";2024-01-18 10:43:00,000;2024-01-30 13:00:00,000;2024-01-23 12:05:00,000;"enero"
"INC1930076";"Solicitante 3";"Cerrado";"4 - Baja";"Asignado 1";"23/01/2024 9:02";"20/02/2024 12:00";"13/02/2024 11:11";57600;16;;16;"feb";2024;2024-02-20 12:00:00,000;"20/02/2024 12:00";2024-01-23 09:02:00,000;2024-02-20 12:00:00,000;2024-02-13 11:11:00,000;"febrero"
"INC1931959";"Solicitante 23";"Cerrado";"4 - Baja";"Asignado 2";"24/01/2024 23:40";"02/02/2024 9:00";"26/01/2024 8:24";5460;1,52;;1,52;"feb";2024;2024-02-02 09:00:00,000;"02/02/2024 9:00";2024-01-24 23:40:00,000;2024-02-02 09:00:00,000;2024-01-26 08:24:00,000;"febrero"
"INC1935204";"Solicitante 3";"Cerrado";"4 - Baja";"Asignado 5";"30/01/2024 12:13";"09/02/2024 16:00";"02/02/2024 15:21";12600;3,5;;3,5;"feb";2024;2024-02-09 16:00:00,000;"09/02/2024 16:00";2024-01-30 12:13:00,000;2024-02-09 16:00:00,000;2024-02-02 15:21:00,000;"febrero"
"INC1939919";"Solicitante 2";"Cerrado";"4 - Baja";"Asignado 1";"06/02/2024 12:17";"17/04/2024 11:00";"10/04/2024 10:20";97200;27;;27;"abr";2024;2024-04-17 11:00:00,000;"17/04/2024 11:00";2024-02-06 12:17:00,000;2024-04-17 11:00:00,000;2024-04-10 10:20:00,000;"abril"
"INC1946456";"Solicitante 34";"Cerrado";"4 - Baja";"Asignado 3";"14/02/2024 17:31";"23/02/2024 13:00";"16/02/2024 12:05";18000;5;;5;"feb";2024;2024-02-23 13:00:00,000;"23/02/2024 13:00";2024-02-14 17:31:00,000;2024-02-23 13:00:00,000;2024-02-16 12:05:00,000;"febrero"
"INC1955176";"Solicitante 23";"Cerrado";"4 - Baja";"Asignado 3";"27/02/2024 9:17";"20/05/2024 17:00";"13/05/2024 16:36";9600;2,67;;2,67;"may";2024;2024-05-20 17:00:00,000;"20/05/2024 17:00";2024-02-27 09:17:00,000;2024-05-20 17:00:00,000;2024-05-13 16:36:00,000;"mayo"
"INC1957267";"Solicitante 40";"Cerrado";"4 - Baja";"Asignado 1";"29/02/2024 10:32";"12/03/2024 12:00";"05/03/2024 11:52";3600;1;;1;"mar";2024;2024-03-12 12:00:00,000;"12/03/2024 12:00";2024-02-29 10:32:00,000;2024-03-12 12:00:00,000;2024-03-05 11:52:00,000;"marzo"
"INC1958296";"Solicitante 24";"Cerrado";"4 - Baja";"Asignado 1";"01/03/2024 13:24";"18/03/2024 11:00";"11/03/2024 10:03";3600;1;;1;"mar";2024;2024-03-18 11:00:00,000;"18/03/2024 11:00";2024-03-01 13:24:00,000;2024-03-18 11:00:00,000;2024-03-11 10:03:00,000;"marzo"
"INC1962267";"Solicitante 8";"Cerrado";"4 - Baja";"Asignado 3";"06/03/2024 9:21";"13/03/2024 13:00";"06/03/2024 12:21";1800;0,5;;0,5;"mar";2024;2024-03-13 13:00:00,000;"13/03/2024 13:00";2024-03-06 09:21:00,000;2024-03-13 13:00:00,000;2024-03-06 12:21:00,000;"marzo"
"INC1968467";"Solicitante 29";"Cerrado";"4 - Baja";"Asignado 4";"12/03/2024";"28/03/2024 12:00";"21/03/2024 11:49";21600;6;;6;"mar";2024;2024-03-28 12:00:00,000;"28/03/2024 12:00";2024-03-12 00:00:00,000;2024-03-28 12:00:00,000;2024-03-21 11:49:00,000;"marzo"
"INC1972630";"Solicitante 8";"Cerrado";"4 - Baja";"Asignado 3";"18/03/2024 10:12";"27/03/2024 10:00";"20/03/2024 9:32";14400;4;;4;"mar";2024;2024-03-27 10:00:00,000;"27/03/2024 10:00";2024-03-18 10:12:00,000;2024-03-27 10:00:00,000;2024-03-20 09:32:00,000;"marzo"
"INC1973297";"Solicitante 1";"Cerrado";"4 - Baja";"Asignado 1";"18/03/2024 17:54";"02/04/2024 11:00";"26/03/2024 9:55";9600;2,67;;2,67;"mar";2024;2024-04-02 11:00:00,000;"02/04/2024 11:00";2024-03-18 17:54:00,000;2024-04-02 11:00:00,000;2024-03-26 09:55:00,000;"abril"
"INC1974360";"Solicitante 6";"Cerrado";"4 - Baja";"Asignado 3";"19/03/2024 15:58";"27/03/2024 18:00";"20/03/2024 17:20";7200;2;;2;"dic";2024;2024-03-27 18:00:00,000;"27/03/2024 18:00";2024-03-19 15:58:00,000;2024-03-27 18:00:00,000;2024-03-20 17:20:00,000;"marzo"
"INC1985232";"Solicitante 36";"Cerrado";"4 - Baja";"Asignado 5";"26/03/2024 15:44";"17/04/2024 12:00";"10/04/2024 11:58";36060;10,02;;10,02;"abr";2024;2024-04-17 12:00:00,000;"17/04/2024 12:00";2024-03-26 15:44:00,000;2024-04-17 12:00:00,000;2024-04-10 11:58:00,000;"abril"
"INC1991039";"Solicitante 6";"Cerrado";"4 - Baja";"Asignado 3";"03/04/2024 10:52";"27/05/2024 14:00";"20/05/2024 13:12";51600;14,33;;14,33;"may";2023;2024-05-27 14:00:00,000;"27/05/2024 14:00";2024-04-03 10:52:00,000;2024-05-27 14:00:00,000;2024-05-20 13:12:00,000;"mayo"
"INC2002351";"Solicitante 18";"Cerrado";"4 - Baja";"Asignado 4";"15/04/2024 15:29";"06/11/2024 12:00";"30/10/2024 11:25";268200;74,5;;74,5;"oct";2024;2024-11-06 12:00:00,000;"06/11/2024 12:00";2024-04-15 15:29:00,000;2024-11-06 12:00:00,000;2024-10-30 11:25:00,000;"noviembre"
"INC2015037";"Solicitante 30";"Cerrado";"4 - Baja";"Asignado 5";"29/04/2024 11:24";"20/05/2024 19:00";"13/05/2024 18:46";12000;3,33;;3,33;"may";2024;2024-05-20 19:00:00,000;"20/05/2024 19:00";2024-04-29 11:24:00,000;2024-05-20 19:00:00,000;2024-05-13 18:46:00,000;"mayo"
"INC2028362";"Solicitante 26";"Cerrado";"4 - Baja";"Asignado 4";"15/05/2024 12:44";"22/05/2024 12:06";"22/05/2024 10:16";6000;2,67;;2,67;"may";2024;2024-05-22 12:06:00,000;"22/05/2024 12:06";2024-05-15 12:44:00,000;2024-05-22 12:06:00,000;2024-05-22 10:16:00,000;"mayo"
"INC2055202";"Solicitante 35";"Cerrado";"4 - Baja";"Asignado 1";"07/06/2024 10:03";"17/06/2024 19:00";"10/06/2024 18:54";12600;3,5;;3,5;"jun";2024;2024-06-17 19:00:00,000;"17/06/2024 19:00";2024-06-07 10:03:00,000;2024-06-17 19:00:00,000;2024-06-10 18:54:00,000;"junio"
"INC2095305";"Solicitante 23";"Cerrado";"4 - Baja";"Asignado 2";"11/07/2024 9:50";"29/08/2024 10:00";"22/08/2024 9:58";28800;8,5;;8,5;"mar";2024;2024-08-29 10:00:00,000;"29/08/2024 10:00";2024-07-11 09:50:00,000;2024-08-29 10:00:00,000;2024-08-22 09:58:00,000;"agosto"
"INC2098730";"Solicitante 37";"Cerrado";"4 - Baja";"Asignado 3";"16/07/2024 10:30";"01/10/2024 14:00";"24/09/2024 13:18";145802;40,5;;40,5;"sept";2024;2024-10-01 14:00:00,000;"01/10/2024 14:00";2024-07-16 10:30:00,000;2024-10-01 14:00:00,000;2024-09-24 13:18:00,000;"octubre"
"INC2103755";"Solicitante 22";"Cerrado";"4 - Baja";"Asignado 3";"19/07/2024";"31/07/2024 11:00";"24/07/2024 10:45";22200;6,17;;6,17;"jul";2024;2024-07-31 11:00:00,000;"31/07/2024 11:00";2024-07-19 00:00:00,000;2024-07-31 11:00:00,000;2024-07-24 10:45:00,000;"julio"
"INC2105622";"Solicitante 18";"Cerrado";"4 - Baja";"Asignado 5";"22/07/2024 8:49";"29/07/2024 13:00";"22/07/2024 12:08";1800;0,5;;0,5;"jul";2024;2024-07-29 13:00:00,000;"29/07/2024 13:00";2024-07-22 08:49:00,000;2024-07-29 13:00:00,000;2024-07-22 12:08:00,000;"julio"
"INC2106887";"Solicitante 35";"Cerrado";"4 - Baja";"Asignado 4";"23/07/2024 8:57";"19/08/2024 9:00";"12/08/2024 8:41";9000;2,5;;2,5;"ago";2024;2024-08-19 09:00:00,000;"19/08/2024 9:00";2024-07-23 08:57:00,000;2024-08-19 09:00:00,000;2024-08-12 08:41:00,000;"agosto"
"INC2121805";"Solicitante 16";"Cerrado";"4 - Baja";"Asignado 5";"06/08/2024 11:25";"15/08/2024 16:00";"08/08/2024 15:11";9000;2,5;;2,5;"ago";2024;2024-08-15 16:00:00,000;"15/08/2024 16:00";2024-08-06 11:25:00,000;2024-08-15 16:00:00,000;2024-08-08 15:11:00,000;"agosto"
"INC2140358";"Solicitante 10";"Cerrado";"4 - Baja";"Asignado 4";"23/08/2024 0:07";"04/09/2024 10:00";"28/08/2024 9:04";6000;1,67;;1,67;"mar";2024;2024-09-04 10:00:00,000;"04/09/2024 10:00";2024-08-23 00:07:00,000;2024-09-04 10:00:00,000;2024-08-28 09:04:00,000;"septiembre"
"INC2157989";"Solicitante 18";"Cerrado";"4 - Baja";"Asignado 4";"09/09/2024 10:55";"23/09/2024 9:00";"16/09/2024 8:43";35400;9,83;;9,83;"sept";2024;2024-09-23 09:00:00,000;"23/09/2024 9:00";2024-09-09 10:55:00,000;2024-09-23 09:00:00,000;2024-09-16 08:43:00,000;"septiembre"
"INC2172064";"Solicitante 32";"Cerrado";"4 - Baja";"Asignado 1";"19/09/2024 12:36";"08/10/2024 10:00";"01/10/2024 9:47";14460;4,02;;4,02;"ago";2024;2024-10-08 10:00:00,000;"08/10/2024 10:00";2024-09-19 12:36:00,000;2024-10-08 10:00:00,000;2024-10-01 09:47:00,000;"octubre"
"INC2180039";"Solicitante 16";"Cerrado";"4 - Baja";"Asignado 4";"25/09/2024 11:23";"17/10/2024 10:00";"10/10/2024 9:56";51600;15,33;;15,33;"oct";2024;2024-10-17 10:00:00,000;"17/10/2024 10:00";2024-09-25 11:23:00,000;2024-10-17 10:00:00,000;2024-10-10 09:56:00,000;"octubre"
"INC2210834";"Solicitante 24";"Cerrado";"4 - Baja";"Asignado 1";"24/10/2024 9:39";"17/11/2024 15:00";"10/11/2024 14:15";5400;1,5;;1,5;"nov";2024;2024-11-17 15:00:00,000;"17/11/2024 15:00";2024-10-24 09:39:00,000;2024-11-17 15:00:00,000;2024-11-10 14:15:00,000;"noviembre"
"INC2216465";"Solicitante 16";"Cerrado";"4 - Baja";"Asignado 4";"29/10/2024 12:47";"06/11/2024 10:00";"30/10/2024 9:06";5400;1,5;;1,5;"oct";2024;2024-11-06 10:00:00,000;"06/11/2024 10:00";2024-10-29 12:47:00,000;2024-11-06 10:00:00,000;2024-10-30 09:06:00,000;"noviembre"
"INC2233083";"Solicitante 19";"Cerrado";"4 - Baja";"Asignado 5";"13/11/2024 18:29";"02/12/2024 12:00";"25/11/2024 11:38";25200;7;;7;"nov";2024;2024-12-02 12:00:00,000;"02/12/2024 12:00";2024-11-13 18:29:00,000;2024-12-02 12:00:00,000;2024-11-25 11:38:00,000;"diciembre"
"INC2242411";"Solicitante 4";"Cerrado";"4 - Baja";"Asignado 1";"21/11/2024 16:16";"04/12/2024 12:00";"27/11/2024 11:50";10800;3,42;;3,42;"mar";2024;2024-12-04 12:00:00,000;"04/12/2024 12:00";2024-11-21 16:16:00,000;2024-12-04 12:00:00,000;2024-11-27 11:50:00,000;"diciembre"
"INC2245621";"Solicitante 10";"Cerrado";"4 - Baja";"Asignado 2";"25/11/2024 10:29";"03/12/2024 8:41";"02/12/2024 9:30";17100;4,75;;4,75;"dic";2023;2024-12-03 08:41:00,000;"03/12/2024 8:41";2024-11-25 10:29:00,000;2024-12-03 08:41:00,000;2024-12-02 09:30:00,000;"diciembre"
"INC2262793";"Solicitante 37";"Cerrado";"4 - Baja";"Asignado 1";"09/12/2024 12:37";"17/02/2025 13:00";"10/02/2025 12:55";159600;44,33;;44,33;"No cerrada";2025;2025-02-17 13:00:00,000;"17/02/2025 13:00";2024-12-09 12:37:00,000;2025-02-17 13:00:00,000;2025-02-10 12:55:00,000;"febrero"
"INC2287235";"Solicitante 40";"Cerrado";"4 - Baja";"Asignado 5";"09/01/2025 9:46";"20/01/2025 15:00";"13/01/2025 14:32";10800;3;;3;"feb";2025;2025-01-20 15:00:00,000;"20/01/2025 15:00";2025-01-09 09:46:00,000;2025-01-20 15:00:00,000;2025-01-13 14:32:00,000;"enero"
"INC2293353";"Solicitante 28";"Cerrado";"4 - Baja";"Asignado 3";"15/01/2025 8:39";"10/02/2025 14:00";"03/02/2025 13:19";29100;8,08;;8,08;"feb";2025;2025-02-10 14:00:00,000;"10/02/2025 14:00";2025-01-15 08:39:00,000;2025-02-10 14:00:00,000;2025-02-03 13:19:00,000;"febrero"
"INC2303397";"Solicitante 30";"Cerrado";"4 - Baja";"Asignado 2";"23/01/2025 16:41";"31/01/2025 11:00";"24/01/2025 10:14";5400;1,5;;1,5;"feb";2025;2025-01-31 11:00:00,000;"31/01/2025 11:00";2025-01-23 16:41:00,000;2025-01-31 11:00:00,000;2025-01-24 10:14:00,000;"enero"
"INC2312076";"Solicitante 9";"Cerrado";"4 - Baja";"Asignado 2";"31/01/2025 9:57";"14/02/2025 17:00";"07/02/2025 16:28";36000;10;;10;"feb";2025;2025-02-14 17:00:00,000;"14/02/2025 17:00";2025-01-31 09:57:00,000;2025-02-14 17:00:00,000;2025-02-07 16:28:00,000;"febrero"
"INC2318951";"Solicitante 12";"Cerrado";"4 - Baja";"Asignado 2";"06/02/2025 11:42";"04/03/2025 17:00";"25/02/2025 16:37";51600;14,33;;14,33;"feb";2025;2025-03-04 17:00:00,000;"04/03/2025 17:00";2025-02-06 11:42:00,000;2025-03-04 17:00:00,000;2025-02-25 16:37:00,000;"marzo"
"INC2326954";"Solicitante 4";"Cerrado";"4 - Baja";"Asignado 5";"13/02/2025 9:37";"24/02/2025 10:00";"17/02/2025 9:49";900;0,25;;0,25;"feb";2025;2025-02-24 10:00:00,000;"24/02/2025 10:00";2025-02-13 09:37:00,000;2025-02-24 10:00:00,000;2025-02-17 09:49:00,000;"febrero"
"INC2327018";"Solicitante 20";"Cerrado";"4 - Baja";"Asignado 5";"13/02/2025 10:20";"04/03/2025 19:00";"25/02/2025 18:21";90000;25;;25;"feb";2025;2025-03-04 19:00:00,000;"04/03/2025 19:00";2025-02-13 10:20:00,000;2025-03-04 19:00:00,000;2025-02-25 18:21:00,000;"marzo"
"INC2345531";"Solicitante 18";"Cerrado";"4 - Baja";"Asignado 2";"03/03/2025 11:39";"11/03/2025 14:00";"04/03/2025 13:41";1800;0,5;;0,5;"mar";2025;2025-03-11 14:00:00,000;"11/03/2025 14:00";2025-03-03 11:39:00,000;2025-03-11 14:00:00,000;2025-03-04 13:41:00,000;"marzo"
"INC2347758";"Solicitante 3";"Cerrado";"4 - Baja";"Asignado 5";"05/03/2025 10:47";"19/03/2025 13:00";"12/03/2025 12:20";43200;12;;12;"2";2024;2025-03-19 13:00:00,000;"19/03/2025 13:00";2025-03-05 10:47:00,000;2025-03-19 13:00:00,000;2025-03-12 12:20:00,000;"marzo"
"INC2355798";"Solicitante 25";"Cerrado";"4 - Baja";"Asignado 1";"10/03/2025 9:37";"18/03/2025 9:00";"11/03/2025 8:35";900;0,25;;0,25;"mar";2025;2025-03-18 09:00:00,000;"18/03/2025 9:00";2025-03-10 09:37:00,000;2025-03-18 09:00:00,000;2025-03-11 08:35:00,000;"marzo"
"INC2358703";"Solicitante 18";"Cerrado";"4 - Baja";"Asignado 3";"12/03/2025 16:04";"20/03/2025 17:00";"13/03/2025 16:24";9600;2,67;;2,67;"feb";2025;2025-03-20 17:00:00,000;"20/03/2025 17:00";2025-03-12 16:04:00,000;2025-03-20 17:00:00,000;2025-03-13 16:24:00,000;"marzo"
"INC2359460";"Solicitante 12";"Cerrado";"4 - Baja";"Asignado 1";"13/03/2025 10:34";"20/03/2025 15:00";"13/03/2025 14:07";3600;1;;1;"mar";2025;2025-03-20 15:00:00,000;"20/03/2025 15:00";2025-03-13 10:34:00,000;2025-03-20 15:00:00,000;2025-03-13 14:07:00,000;"marzo"
"INC2406225";"Solicitante 8";"Cerrado";"4 - Baja";"Asignado 4";"30/04/2025 11:17";"22/05/2025 10:00";"15/05/2025 9:15";41760;11,6;;11,6;"may";2025;2025-05-22 10:00:00,000;"22/05/2025 10:00";2025-04-30 11:17:00,000;2025-05-22 10:00:00,000;2025-05-15 09:15:00,000;"mayo"
"INC2411962";"Solicitante 6";"Cerrado";"4 - Baja";"Asignado 4";"07/05/2025 9:59";"21/05/2025 15:00";"14/05/2025 14:13";36600;10,17;;10,17;"may";2025;2025-05-21 15:00:00,000;"21/05/2025 15:00";2025-05-07 09:59:00,000;2025-05-21 15:00:00,000;2025-05-14 14:13:00,000;"mayo"
"INC2412118";"Solicitante 28";"Cerrado";"4 - Baja";"Asignado 3";"07/05/2025 11:28";"21/05/2025 9:00";"14/05/2025 8:42";7500;2,08;;2,08;"may";2025;2025-05-21 09:00:00,000;"21/05/2025 9:00";2025-05-07 11:28:00,000;2025-05-21 09:00:00,000;2025-05-14 08:42:00,000;"mayo"
"INC2415698";"Solicitante 25";"Cerrado";"4 - Baja";"Asignado 3";"12/05/2025 9:40";"22/05/2025 18:00";"15/05/2025 17:12";5400;1,5;;1,5;"may";2025;2025-05-22 18:00:00,000;"22/05/2025 18:00";2025-05-12 09:40:00,000;2025-05-22 18:00:00,000;2025-05-15 17:12:00,000;"mayo"
"INC1844122";"Solicitante 3";"Cerrado";"3 - Moderada";"Asignado 3";"29/09/2023 20:06";"16/10/2023 18:00";"09/10/2023 17:00";7260;2,02;;2,02;"oct";2023;2023-10-16 18:00:00,000;"16/10/2023 18:00";2023-09-29 20:06:00,000;2023-10-16 18:00:00,000;2023-10-09 17:00:00,000;"octubre"
"INC1847864";"Solicitante 11";"Cerrado";"3 - Moderada";"Asignado 5";"04/10/2023 10:03";"17/10/2023 14:00";"10/10/2023 13:08";14400;4;;4;"oct";2023;2023-10-17 14:00:00,000;"17/10/2023 14:00";2023-10-04 10:03:00,000;2023-10-17 14:00:00,000;2023-10-10 13:08:00,000;"octubre"
"INC1849480";"Solicitante 5";"Cerrado";"3 - Moderada";"Asignado 1";"05/10/2023 11:56";"16/10/2023 12:00";"09/10/2023 11:15";14400;4;;4;"oct";2023;2023-10-16 12:00:00,000;"16/10/2023 12:00";2023-10-05 11:56:00,000;2023-10-16 12:00:00,000;2023-10-09 11:15:00,000;"octubre"
"INC1852904";"Solicitante 26";"Cerrado";"3 - Moderada";"Asignado 4";"10/10/2023 9:50";"19/12/2023 14:00";"12/12/2023 13:07";194400;54;;54;"dic";2023;2023-12-19 14:00:00,000;"19/12/2023 14:00";2023-10-10 09:50:00,000;2023-12-19 14:00:00,000;2023-12-12 13:07:00,000;"diciembre"
"INC1872671";"Solicitante 32";"Cerrado";"3 - Moderada";"Asignado 2";"03/11/2023 13:56";"16/11/2023 15:00";"09/11/2023 14:45";5400;1,5;;1,5;"nov";2023;2023-11-16 15:00:00,000;"16/11/2023 15:00";2023-11-03 13:56:00,000;2023-11-16 15:00:00,000;2023-11-09 14:45:00,000;"noviembre"
"INC1873832";"Solicitante 5";"Cerrado";"3 - Moderada";"Asignado 4";"06/11/2023 10:17";"13/11/2023 15:00";"06/11/2023 14:06";7200;2;;2;"nov";2023;2023-11-13 15:00:00,000;"13/11/2023 15:00";2023-11-06 10:17:00,000;2023-11-13 15:00:00,000;2023-11-06 14:06:00,000;"noviembre"
"INC1880464";"Solicitante 40";"Cerrado";"3 - Moderada";"Asignado 1";"13/11/2023 10:31";"15/11/2023 10:54";"15/11/2023 9:32";19860;5,52;;5,52;"nov";2023;2023-11-15 10:54:00,000;"15/11/2023 10:54";2023-11-13 10:31:00,000;2023-11-15 10:54:00,000;2023-11-15 09:32:00,000;"noviembre"
"INC1880867";"Solicitante 19";"Cerrado";"3 - Moderada";"Asignado 1";"13/11/2023 15:25";"21/11/2023 18:00";"14/11/2023 17:20";5400;1,5;;1,5;"ene";2023;2023-11-21 18:00:00,000;"21/11/2023 18:00";2023-11-13 15:25:00,000;2023-11-21 18:00:00,000;2023-11-14 17:20:00,000;"noviembre"
"INC1881519";"Solicitante 39";"Cerrado";"3 - Moderada";"Asignado 2";"14/11/2023 9:00";"22/11/2023 14:00";"15/11/2023 13:03";19800;5,5;;5,5;"nov";2023;2023-11-22 14:00:00,000;"22/11/2023 14:00";2023-11-14 09:00:00,000;2023-11-22 14:00:00,000;2023-11-15 13:03:00,000;"noviembre"
"INC1885505";"Solicitante 17";"Cerrado";"3 - Moderada";"Asignado 3";"20/11/2023 9:22";"01/12/2023 11:00";"24/11/2023 10:39";12600;3,5;;3,5;"nov";2023;2023-12-01 11:00:00,000;"01/12/2023 11:00";2023-11-20 09:22:00,000;2023-12-01 11:00:00,000;2023-11-24 10:39:00,000;"diciembre"
"INC1888646";"Solicitante 5";"Cerrado";"3 - Moderada";"Asignado 3";"23/11/2023 8:57";"08/02/2024 13:00";"01/02/2024 12:21";28800;8;;8;"feb";2023;2024-02-08 13:00:00,000;"08/02/2024 13:00";2023-11-23 08:57:00,000;2024-02-08 13:00:00,000;2024-02-01 12:21:00,000;"febrero"
"INC1888695";"Solicitante 31";"Cerrado";"3 - Moderada";"Asignado 1";"23/11/2023 9:26";"30/11/2023 18:00";"23/11/2023 17:52";10800;3;;3;"No cerrada";2024;2023-11-30 18:00:00,000;"30/11/2023 18:00";2023-11-23 09:26:00,000;2023-11-30 18:00:00,000;2023-11-23 17:52:00,000;"noviembre"
"INC1891614";"Solicitante 6";"Cerrado";"3 - Moderada";"Asignado 3";"27/11/2023 17:02";"07/12/2023 16:00";"30/11/2023 15:49";10800;3;;3;"nov";2023;2023-12-07 16:00:00,000;"07/12/2023 16:00";2023-11-27 17:02:00,000;2023-12-07 16:00:00,000;2023-11-30 15:49:00,000;"diciembre"
"INC1902541";"Solicitante 38";"Cerrado";"3 - Moderada";"Asignado 1";"11/12/2023 9:43";"21/12/2023 12:00";"14/12/2023 11:39";5460;1,52;;1,52;"dic";2023;2023-12-21 12:00:00,000;"21/12/2023 12:00";2023-12-11 09:43:00,000;2023-12-21 12:00:00,000;2023-12-14 11:39:00,000;"diciembre"
"INC1903155";"Solicitante 40";"Cerrado";"3 - Moderada";"Asignado 4";"11/12/2023 11:58";"26/12/2023 17:00";"19/12/2023 16:28";7260;2,02;;2,02;"dic";2023;2023-12-26 17:00:00,000;"26/12/2023 17:00";2023-12-11 11:58:00,000;2023-12-26 17:00:00,000;2023-12-19 16:28:00,000;"diciembre"
